question_id,clean_text
q2276,tag_52 tag_184 tag_183
q2106,tag_53 tag_182 tag_183
q2107,tag_52 tag_182 tag_183
q2108,tag_54 tag_182 tag_183
q8171,tag_16 tag_2 tag_179 tag_183
q10993,tag_8 tag_2 tag_181
q3354,tag_62 tag_179 tag_56 tag_184
q3355,tag_62 tag_179 tag_52 tag_184
q3356,tag_62 tag_179 tag_55 tag_184
q2339,tag_52 tag_181 tag_182
q2337,tag_52 tag_181 tag_182
q2338,tag_54 tag_181 tag_182
q1417,tag_52 tag_181 tag_185
q1418,tag_54 tag_181 tag_185
q1416,tag_53 tag_181 tag_185
q2370,tag_53 tag_183 tag_184
q2372,tag_54 tag_183 tag_184
q2371,tag_52 tag_183 tag_184
q1579,tag_58 tag_181 tag_182
q1580,tag_52 tag_181 tag_182
q1578,tag_53 tag_181 tag_182
q1971,tag_52 tag_182 tag_181
q1973,tag_54 tag_182 tag_181
q1972,tag_54 tag_182 tag_181
q2095,tag_52 tag_182 tag_183
q2094,tag_53 tag_182 tag_183
q2096,tag_52 tag_182 tag_183
q1831,tag_52 tag_185 tag_183
q1832,tag_54 tag_185 tag_183
q1830,tag_179 tag_53 tag_185 tag_183
q2028,tag_57 tag_183 tag_182
q2029,tag_52 tag_183 tag_182
q2030,tag_55 tag_183 tag_182
q2964,tag_59 tag_53 tag_181
q2965,tag_59 tag_52 tag_181
q2966,tag_59 tag_52 tag_181
q3459,tag_66 tag_179 tag_56 tag_185
q3460,tag_66 tag_179 tag_52 tag_185
q3461,tag_66 tag_179 tag_52 tag_185
q3018,tag_59 tag_53 tag_182
q3019,tag_59 tag_52 tag_182
q3020,tag_59 tag_52 tag_182
q2613,tag_59 tag_56 tag_183
q2614,tag_59 tag_52 tag_183
q2615,tag_59 tag_57 tag_183
q2922,tag_59 tag_56 tag_183
q2923,tag_59 tag_52 tag_183
q2924,tag_59 tag_52 tag_183
q2718,tag_64 tag_53 tag_183
q2719,tag_64 tag_52 tag_183
q2720,tag_64 tag_52 tag_183
q10673,tag_59 tag_53 tag_184
q10674,tag_59 tag_52 tag_184
q10675,tag_59 tag_54 tag_184
q5374,tag_86
q9467,tag_106
q4660,tag_71
q9918,tag_85
q9159,tag_85
q5944,tag_84
q3877,tag_74
q6018,tag_86
q11160,tag_180 tag_2 tag_183
q8104,tag_8 tag_2 tag_182
q2047,tag_179 tag_52 tag_185 tag_181
q2046,tag_53 tag_185 tag_181
q2048,tag_52 tag_185 tag_181
q10888,tag_143
q10889,tag_74
q10890,tag_84
q10891,tag_77
q6901,tag_98
q6902,tag_129
q6903,tag_76
q6904,tag_143
q6637,tag_179 tag_83
q6638,tag_179 tag_80
q6639,tag_179 tag_77
q6640,tag_179 tag_143
q6954,tag_119
q6956,tag_143
q6955,tag_119
q6953,tag_78
q5933,tag_84
q6041,tag_86
q8776,tag_85
q9572,tag_130
q4303,tag_77
q2765,tag_69 tag_54 tag_182
q2764,tag_69 tag_54 tag_182
q2763,tag_69 tag_53 tag_182
q3022,tag_59 tag_54 tag_182
q3021,tag_59 tag_52 tag_182
q3023,tag_59 tag_52 tag_182
q10680,tag_60 tag_54 tag_183
q10679,tag_60 tag_56 tag_183
q10681,tag_60 tag_54 tag_183
q2675,tag_60 tag_54 tag_182
q2673,tag_60 tag_53 tag_182
q2674,tag_60 tag_52 tag_182
q2609,tag_66 tag_179 tag_52 tag_181
q2607,tag_66 tag_179 tag_56 tag_181
q2608,tag_66 tag_179 tag_57 tag_181
q3289,tag_69 tag_179 tag_54 tag_184
q3288,tag_69 tag_179 tag_53 tag_184
q3290,tag_69 tag_179 tag_52 tag_184
q11290,tag_194 tag_53 tag_181
q11291,tag_194 tag_54 tag_181
q11292,tag_194 tag_54 tag_181
q2931,tag_63 tag_53 tag_185
q2933,tag_63 tag_55 tag_185
q2932,tag_63 tag_52 tag_185
q2690,tag_63 tag_179 tag_54 tag_181
q2689,tag_63 tag_179 tag_52 tag_181
q2688,tag_63 tag_179 tag_56 tag_181
q2772,tag_63 tag_56 tag_182
q2774,tag_63 tag_54 tag_182
q2773,tag_63 tag_52 tag_182
q2945,tag_61 tag_179 tag_54 tag_183
q2943,tag_61 tag_179 tag_56 tag_183
q2944,tag_61 tag_179 tag_52 tag_183
q2760,tag_60 tag_53 tag_182
q2761,tag_60 tag_54 tag_182
q2762,tag_60 tag_54 tag_182
q8838,tag_137
q11035,tag_19 tag_2 tag_181
q3861,tag_74
q4298,tag_80
q6468,tag_119
q5917,tag_84
q8406,tag_74
q4368,tag_98
q5782,tag_89
q3925,tag_93
q5270,tag_120
q4586,tag_74
q4739,tag_96
q5368,tag_86
q9712,tag_85
q3918,tag_76
q4649,tag_71
q3968,tag_83
q5626,tag_83
q4881,tag_71
q5550,tag_98
q4471,tag_107
q9720,tag_85
q4156,tag_85
q8548,tag_85
q9684,tag_76
q5467,tag_96
q4499,tag_117
q3702,tag_78
q9930,tag_85
q5367,tag_78
q3777,tag_103
q5703,tag_77
q8884,tag_85
q9552,tag_118
q5977,tag_80
q4675,tag_71
q9931,tag_85
q17372,tag_85
q5821,tag_74
q4312,tag_98
q11134,tag_6 tag_7 tag_182
q11049,tag_17 tag_7 tag_181
q11149,tag_20 tag_21 tag_185
q17944,tag_24 tag_41 tag_183 tag_184
q18131,tag_31 tag_32 tag_183 tag_184
q6530,tag_119
q6140,tag_87
q8890,tag_85
q9188,tag_77
q4719,tag_71
q5461,tag_106
q9535,tag_94
q17254,tag_88
q8934,tag_78
q4305,tag_74
q5804,tag_74
q4212,tag_80
q10959,tag_8 tag_2 tag_181
q10975,tag_14 tag_2 tag_183
q11224,tag_6 tag_7 tag_184
q2236,tag_52 tag_183 tag_184
q2235,tag_53 tag_183 tag_184
q2237,tag_54 tag_183 tag_184
q2323,tag_179 tag_52 tag_182 tag_184
q2324,tag_55 tag_182 tag_184
q2322,tag_53 tag_182 tag_184
q4677,tag_71
q3503,tag_68 tag_54 tag_182
q3502,tag_68 tag_52 tag_182
q3501,tag_68 tag_53 tag_182
q3590,tag_60 tag_54 tag_182
q3588,tag_60 tag_56 tag_182
q3589,tag_60 tag_52 tag_182
q2904,tag_65 tag_179 tag_52 tag_184
q2906,tag_65 tag_179 tag_54 tag_184
q2905,tag_65 tag_179 tag_54 tag_184
q2830,tag_60 tag_52 tag_183
q2829,tag_60 tag_53 tag_183
q2831,tag_60 tag_52 tag_183
q7895,tag_170 tag_158 tag_162 tag_156 tag_178
q7892,tag_170 tag_158 tag_162 tag_150 tag_178
q7893,tag_170 tag_158 tag_162 tag_149 tag_178
q7891,tag_170 tag_158 tag_162 tag_151 tag_178
q7894,tag_170 tag_158 tag_162 tag_149 tag_178
q3219,tag_63 tag_52 tag_181
q3220,tag_63 tag_52 tag_181
q3221,tag_63 tag_57 tag_181
q2996,tag_60 tag_179 tag_54 tag_184
q2995,tag_60 tag_179 tag_54 tag_184
q2994,tag_60 tag_179 tag_53 tag_184
q3353,tag_60 tag_54 tag_183
q3351,tag_60 tag_53 tag_183
q3352,tag_60 tag_54 tag_183
q2954,tag_66 tag_179 tag_55 tag_181
q2952,tag_66 tag_179 tag_53 tag_181
q2953,tag_66 tag_179 tag_52 tag_181
q10972,tag_5 tag_2 tag_184
q11106,tag_17 tag_7 tag_183
q2416,tag_179 tag_52 tag_184 tag_183
q2415,tag_53 tag_184 tag_183
q2417,tag_54 tag_184 tag_183
q1688,tag_55 tag_185 tag_181
q1686,tag_52 tag_185 tag_181
q1687,tag_54 tag_185 tag_181
q11147,tag_6 tag_7 tag_185
q2665,tag_63 tag_179 tag_54 tag_183
q2666,tag_63 tag_179 tag_52 tag_183
q2664,tag_63 tag_179 tag_56 tag_183
q3224,tag_70 tag_179 tag_57 tag_182
q3223,tag_70 tag_179 tag_52 tag_182
q3222,tag_70 tag_179 tag_52 tag_182
q10693,tag_59 tag_54 tag_185
q10692,tag_59 tag_52 tag_185
q10691,tag_59 tag_56 tag_185
q3130,tag_69 tag_52 tag_184
q3129,tag_69 tag_56 tag_184
q3131,tag_69 tag_54 tag_184
q11245,tag_1 tag_2 tag_183
q140,tag_16 tag_2 tag_179 tag_181
q11011,tag_9 tag_2 tag_184
q165,tag_20 tag_21 tag_185
q86,tag_13 tag_2 tag_185
q11020,tag_12 tag_2 tag_185
q1523,tag_55 tag_185 tag_181
q1521,tag_52 tag_185 tag_181
q1522,tag_58 tag_185 tag_181
q2227,tag_52 tag_182 tag_183
q2226,tag_54 tag_182 tag_183
q2228,tag_179 tag_55 tag_182 tag_183
q2211,tag_56 tag_181 tag_185
q2213,tag_58 tag_181 tag_185
q2212,tag_53 tag_181 tag_185
q11789,tag_77
q11787,tag_88
q11788,tag_143
q11790,tag_134
q6657,tag_179 tag_106
q6660,tag_179 tag_84
q6659,tag_179 tag_143
q6658,tag_179 tag_74
q7124,tag_167 tag_168 tag_177
q7123,tag_167 tag_148 tag_177
q7854,tag_171 tag_161 tag_165 tag_149 tag_178
q7855,tag_171 tag_161 tag_165 tag_149 tag_178
q7851,tag_171 tag_161 tag_165 tag_153 tag_178
q7852,tag_171 tag_161 tag_165 tag_153 tag_178
q7853,tag_171 tag_161 tag_165 tag_149 tag_178
q1862,tag_54 tag_181 tag_184
q1861,tag_58 tag_181 tag_184
q1860,tag_53 tag_181 tag_184
q1732,tag_58 tag_183 tag_182
q1733,tag_54 tag_183 tag_182
q1731,tag_52 tag_183 tag_182
q6866,tag_179 tag_134
q6867,tag_179 tag_143
q6865,tag_179 tag_85
q6868,tag_179 tag_77
q10788,tag_120
q10790,tag_77
q10789,tag_76
q10791,tag_143
q10925,tag_77
q10926,tag_101
q10927,tag_143
q10924,tag_95
q10853,tag_134
q10855,tag_85
q10854,tag_143
q10852,tag_84
q10636,tag_116
q10635,tag_77
q10637,tag_143
q10634,tag_76
q2488,tag_52 tag_183 tag_184
q2487,tag_53 tag_183 tag_184
q2489,tag_55 tag_183 tag_184
q1625,tag_55 tag_182 tag_183
q1623,tag_56 tag_182 tag_183
q1624,tag_57 tag_182 tag_183
q2439,tag_53 tag_181 tag_185
q2440,tag_179 tag_55 tag_181 tag_185
q2441,tag_54 tag_181 tag_185
q1763,tag_55 tag_183 tag_185 tag_181
q1762,tag_52 tag_183 tag_185 tag_181
q1761,tag_53 tag_183 tag_185 tag_181
q2198,tag_55 tag_185 tag_181
q2196,tag_53 tag_185 tag_181
q2197,tag_58 tag_185 tag_181
q10633,tag_143
q10630,tag_77
q10631,tag_129
q10632,tag_85
q6987,tag_129
q6988,tag_143
q6986,tag_83
q6985,tag_119
q8591,tag_134
q9137,tag_85
q9861,tag_77
q8614,tag_77
q6602,tag_143
q6601,tag_74
q6603,tag_84
q6604,tag_85
q6800,tag_179 tag_74
q6797,tag_179 tag_120
q6799,tag_179 tag_77
q6798,tag_179 tag_143
q6654,tag_77
q6655,tag_143
q6656,tag_84
q6653,tag_77
q8230,tag_146 tag_147 tag_153 tag_176
q8227,tag_146 tag_147 tag_150 tag_176
q8229,tag_146 tag_147 tag_149 tag_176
q8228,tag_146 tag_147 tag_151 tag_176
q8231,tag_146 tag_147 tag_149 tag_176
q11028,tag_6 tag_7 tag_183
q11042,tag_9 tag_2 tag_184
q11003,tag_14 tag_2 tag_181
q10348,tag_83
q10350,tag_143
q10351,tag_124
q10349,tag_77
q6880,tag_143
q6877,tag_119
q6879,tag_83
q6878,tag_77
q8526,tag_76
q3819,tag_103
q9382,tag_95
q11124,tag_1 tag_2 tag_182
q11069,tag_8 tag_2 tag_183
q11010,tag_16 tag_2 tag_183
q8071,tag_4 tag_2 tag_183
q8484,tag_74
q9643,tag_78
q5412,tag_78
q11205,tag_19 tag_2 tag_182
q61,tag_6 tag_7 tag_181
q11034,tag_1 tag_2 tag_184
q11102,tag_11 tag_7 tag_182
q11130,tag_6 tag_7 tag_184
q11223,tag_6 tag_7 tag_183
q2357,tag_55 tag_185 tag_183
q2355,tag_185 tag_183 tag_56
q2356,tag_57 tag_185 tag_183
q4731,tag_88
q5190,tag_74
q10317,tag_85
q6537,tag_119
q4973,tag_74
q5671,tag_90
q5551,tag_98
q8195,tag_81
q193,tag_4 tag_2 tag_181
q1868,tag_54 tag_182 tag_183
q1866,tag_56 tag_182 tag_183
q1867,tag_57 tag_182 tag_183
q1404,tag_56 tag_184 tag_181
q1406,tag_54 tag_184 tag_181
q1405,tag_52 tag_184 tag_181
q1495,tag_52 tag_183 tag_182 tag_184
q1496,tag_55 tag_183 tag_182 tag_184
q1494,tag_52 tag_183 tag_182 tag_184
q1938,tag_56 tag_182 tag_181
q1940,tag_179 tag_54 tag_182 tag_181
q1939,tag_52 tag_182 tag_181
q1691,tag_54 tag_185 tag_183
q1690,tag_52 tag_185 tag_183
q1689,tag_53 tag_185 tag_183
q1449,tag_52 tag_185 tag_183
q1450,tag_53 tag_185 tag_183
q1451,tag_54 tag_185 tag_183
q10039,tag_78
q10050,tag_78
q5038,tag_71
q5710,tag_83
q9636,tag_78
q17217,tag_80
q11630,tag_143
q11628,tag_76
q11627,tag_74
q11629,tag_71
q17360,tag_80
q17348,tag_76
q5434,tag_106
q5582,tag_80
q9486,tag_76
q8458,tag_74
q17125,tag_121
q10933,tag_77
q10934,tag_143
q10935,tag_83
q10932,tag_103
q11732,tag_119
q11734,tag_143
q11731,tag_85
q11733,tag_88
q11800,tag_76
q11802,tag_107
q11801,tag_134
q11799,tag_143
q17144,tag_138
q5634,tag_98
q8845,tag_125
q9620,tag_119
q6047,tag_96
q3803,tag_96
q17390,tag_135
q17365,tag_86
q17073,tag_129
q9530,tag_94
q17308,tag_133
q5723,tag_98
q9563,tag_118
q3908,tag_103
q9403,tag_112
q9800,tag_145
q3816,tag_86
q17335,tag_93
q6211,tag_88
q9908,tag_92
q9798,tag_145
q9562,tag_118
q6761,tag_179 tag_119
q6764,tag_179 tag_86
q6762,tag_179 tag_143
q6763,tag_179 tag_134
q11660,tag_143
q11661,tag_95
q11659,tag_98
q11662,tag_134
q10185,tag_77
q8935,tag_78
q17375,tag_129
q8831,tag_111
q17264,tag_101
q6055,tag_121
q17079,tag_88
q17400,tag_99
q17250,tag_116
q17129,tag_95
q4334,tag_83
q8429,tag_74
q17066,tag_131
q9028,tag_85
q6754,tag_92
q5911,tag_98
q10620,tag_112
q10618,tag_143
q10621,tag_85
q10619,tag_85
q10775,tag_89
q10773,tag_143
q10772,tag_74
q10774,tag_76
q9927,tag_85
q11910,tag_143
q11908,tag_133
q11907,tag_85
q11909,tag_86
q11639,tag_143
q11641,tag_85
q11642,tag_98
q11640,tag_95
q11537,tag_77
q11535,tag_143
q11538,tag_129
q11536,tag_71
q6777,tag_134
q6779,tag_120
q6780,tag_143
q6778,tag_77
q8802,tag_76
q8677,tag_119
q17294,tag_138
q17377,tag_98
q10868,tag_143
q10869,tag_77
q10870,tag_92
q10871,tag_119
q11745,tag_134
q11744,tag_71
q11746,tag_77
q11743,tag_143
q10777,tag_74
q10778,tag_78
q10776,tag_143
q10779,tag_87
q8938,tag_115
q8418,tag_74
q8967,tag_116
q9618,tag_119
q9364,tag_79
q5203,tag_74
q9818,tag_136
q17574,tag_101
q17587,tag_129
q6491,tag_130
q17262,tag_71
q17091,tag_80
q5229,tag_121
q6010,tag_104
q17831,tag_24 tag_26 tag_182 tag_183
q17962,tag_44 tag_45 tag_182 tag_183
q5959,tag_98
q9521,tag_83
q6003,tag_98
q8809,tag_124
q9527,tag_94
q17110,tag_77
q4373,tag_98
q9476,tag_76
q3796,tag_86
q17303,tag_94
q8972,tag_115
q8814,tag_113
q17326,tag_94
q4232,tag_71
q8829,tag_111
q4332,tag_83
q17340,tag_95
q17345,tag_75
q4875,tag_71
q17046,tag_138
q6121,tag_87
q6076,tag_73
q10225,tag_76
q17229,tag_107
q17907,tag_36 tag_37 tag_184 tag_181
q8345,tag_155 tag_147 tag_153 tag_176
q8344,tag_155 tag_147 tag_151 tag_176
q8346,tag_155 tag_147 tag_156 tag_176
q8343,tag_155 tag_147 tag_149 tag_176
q8342,tag_155 tag_147 tag_153 tag_176
q17784,tag_28 tag_29 tag_184 tag_183
q4965,tag_74
q5370,tag_106
q8739,tag_138
q10012,tag_78
q17096,tag_98
q17243,tag_96
q3624,tag_74
q17844,tag_24 tag_48 tag_181 tag_184
q18108,tag_34 tag_35 tag_183 tag_184
q17875,tag_31 tag_32 tag_184 tag_183
q17805,tag_24 tag_33 tag_181 tag_182
q18085,tag_38 tag_39 tag_181 tag_184
q17857,tag_34 tag_35 tag_182 tag_183
q5992,tag_119
q5363,tag_78
q8688,tag_119
q4515,tag_93
q4037,tag_81
q3761,tag_106
q5292,tag_80
q8082,tag_22 tag_2 tag_181
q3638,tag_74
q8701,tag_78
q4661,tag_71
q17233,tag_72
q9068,tag_76
q17215,tag_138
q10240,tag_83
q9513,tag_83
q9744,tag_77
q8646,tag_83
q8517,tag_77
q9962,tag_76
q8551,tag_85
q17593,tag_83
q5997,tag_98
q5224,tag_90
q11155,tag_9 tag_2 tag_182
q4575,tag_83
q9617,tag_119
q3991,tag_71
q5457,tag_86
q10060,tag_76
q5380,tag_84
q4923,tag_78
q4267,tag_84
q9934,tag_85
q5179,tag_74
q5643,tag_71
q5621,tag_98
q5028,tag_74
q5440,tag_86
q10251,tag_83
q5915,tag_104
q5151,tag_74
q4895,tag_76
q4437,tag_104
q9424,tag_128
q6046,tag_86
q10923,tag_77
q10922,tag_94
q10920,tag_143
q10921,tag_90
q11031,tag_16 tag_2 tag_182
q10703,tag_85
q10702,tag_74
q10700,tag_142
q10701,tag_143
q3972,tag_83
q6219,tag_88
q9862,tag_85
q4725,tag_71
q6198,tag_90
q5644,tag_80
q6415,tag_106
q4991,tag_74
q5640,tag_76
q4807,tag_106
q8070,tag_22 tag_2 tag_182
q110,tag_12 tag_2 tag_182
q45,tag_6 tag_7 tag_181
q8129,tag_15 tag_2 tag_183
q8060,tag_9 tag_2 tag_179 tag_182
q8062,tag_9 tag_2 tag_184
q8136,tag_6 tag_7 tag_182
q8073,tag_16 tag_2 tag_179 tag_181
q80,tag_15 tag_2 tag_179 tag_182
q8100,tag_14 tag_2 tag_184
q151,tag_6 tag_7 tag_181
q8055,tag_8 tag_2 tag_183
q4408,tag_84
q5306,tag_130
q6037,tag_82
q4020,tag_86
q8913,tag_116
q5628,tag_86
q8388,tag_83
q4094,tag_87
q3903,tag_88
q4057,tag_121
q8663,tag_121
q3794,tag_106
q4333,tag_83
q9090,tag_74
q8988,tag_116
q5311,tag_92
q6116,tag_119
q5317,tag_92
q4369,tag_98
q4405,tag_98
q11113,tag_17 tag_7 tag_183
q8155,tag_15 tag_2 tag_181
q14,tag_8 tag_2 tag_184
q8107,tag_8 tag_2 tag_182
q5982,tag_98
q9328,tag_120
q4726,tag_71
q3882,tag_74
q17302,tag_105
q8969,tag_92
q6138,tag_120
q9484,tag_76
q9763,tag_85
q3895,tag_74
q6288,tag_74
q3896,tag_74
q3851,tag_74
q5239,tag_119
q5168,tag_74
q11138,tag_180 tag_2 tag_182
q4759,tag_98
q10201,tag_77
q5422,tag_78
q9977,tag_76
q5715,tag_76
q6216,tag_88
q3650,tag_74
q4815,tag_74
q5733,tag_88
q5751,tag_74
q6155,tag_84
q91,tag_5 tag_2 tag_179 tag_181
q8148,tag_5 tag_2 tag_179 tag_182
q11058,tag_3 tag_2 tag_184
q107,tag_10 tag_7 tag_179 tag_183
q11200,tag_10 tag_7 tag_181
q44,tag_13 tag_2 tag_179 tag_184
q11087,tag_18 tag_7 tag_181
q8088,tag_8 tag_2 tag_183
q4239,tag_96
q3683,tag_85
q9037,tag_76
q8515,tag_85
q5514,tag_86
q6923,tag_71
q6922,tag_73
q6924,tag_143
q6921,tag_76
q10345,tag_85
q10347,tag_106
q10346,tag_143
q10344,tag_73
q6695,tag_179 tag_85
q6694,tag_179 tag_83
q6693,tag_179 tag_110
q6696,tag_179 tag_143
q6635,tag_143
q6634,tag_85
q6636,tag_83
q6633,tag_95
q10173,tag_85
q5870,tag_74
q5567,tag_84
q5584,tag_98
q4000,tag_83
q6013,tag_104
q6527,tag_120
q9025,tag_94
q6744,tag_86
q9018,tag_78
q6545,tag_90
q5344,tag_135
q10101,tag_83
q5572,tag_84
q9363,tag_87
q5075,tag_93
q8496,tag_83
q8661,tag_119
q3662,tag_74
q3990,tag_120
q4206,tag_85
q4384,tag_98
q9358,tag_107
q8130,tag_5 tag_2 tag_179 tag_184
q11076,tag_8 tag_2 tag_182
q5499,tag_106
q6228,tag_88
q9924,tag_85
q11101,tag_19 tag_2 tag_181
q11207,tag_3 tag_2 tag_184
q8160,tag_1 tag_2 tag_183
q21,tag_9 tag_2 tag_179 tag_181
q6805,tag_119
q6806,tag_143
q6807,tag_77
q6808,tag_85
q3069,tag_60 tag_179 tag_56 tag_182
q3070,tag_60 tag_179 tag_52 tag_182
q3071,tag_60 tag_179 tag_58 tag_182
q2961,tag_59 tag_56 tag_181
q2962,tag_59 tag_54 tag_181
q2963,tag_59 tag_52 tag_181
q3576,tag_63 tag_53 tag_182
q3577,tag_63 tag_56 tag_182
q3578,tag_63 tag_52 tag_182
q3525,tag_66 tag_179 tag_53 tag_183
q3526,tag_66 tag_179 tag_53 tag_183
q3527,tag_66 tag_179 tag_54 tag_183
q2841,tag_64 tag_179 tag_53 tag_185
q2842,tag_64 tag_179 tag_52 tag_185
q2843,tag_64 tag_179 tag_54 tag_185
q3432,tag_59 tag_56 tag_182
q3433,tag_59 tag_52 tag_182
q3434,tag_59 tag_54 tag_182
q3009,tag_60 tag_56 tag_182
q3010,tag_60 tag_53 tag_182
q3011,tag_60 tag_54 tag_182
q5571,tag_98
q10212,tag_76
q10768,tag_143
q10769,tag_80
q10770,tag_105
q10771,tag_129
q5543,tag_84
q10136,tag_77
q3996,tag_83
q9510,tag_83
q4742,tag_74
q8942,tag_78
q6969,tag_179 tag_77
q6970,tag_179 tag_85
q6971,tag_179 tag_75
q6972,tag_179 tag_143
q1464,tag_56 tag_181 tag_184
q1465,tag_53 tag_181 tag_184
q1466,tag_52 tag_181 tag_184
q6989,tag_179 tag_76
q6990,tag_179 tag_78
q6991,tag_179 tag_143
q6992,tag_179 tag_130
q4011,tag_86
q1510,tag_52 tag_181 tag_182 tag_183
q1511,tag_52 tag_181 tag_182 tag_183
q1509,tag_53 tag_181 tag_182 tag_183
q1485,tag_56 tag_183 tag_184
q1486,tag_53 tag_183 tag_184
q1487,tag_55 tag_183 tag_184
q2451,tag_56 tag_181 tag_182
q2452,tag_52 tag_181 tag_182
q2453,tag_54 tag_181 tag_182
q1539,tag_56 tag_184 tag_183
q1540,tag_179 tag_53 tag_184 tag_183
q1541,tag_55 tag_184 tag_183
q9131,tag_77
q156,tag_4 tag_2 tag_183
q4743,tag_72
q3441,tag_68 tag_56 tag_182
q3442,tag_68 tag_52 tag_182
q3443,tag_68 tag_52 tag_182
q2697,tag_63 tag_179 tag_53 tag_181
q2698,tag_63 tag_179 tag_52 tag_181
q2699,tag_63 tag_179 tag_54 tag_181
q10670,tag_60 tag_53 tag_181
q10671,tag_60 tag_56 tag_181
q10672,tag_60 tag_54 tag_181
q3066,tag_59 tag_56 tag_184
q3067,tag_59 tag_58 tag_184
q3068,tag_59 tag_55 tag_184
q9030,tag_77
q6016,tag_98
q9162,tag_85
q1914,tag_52 tag_184 tag_183
q1915,tag_52 tag_184 tag_183
q1916,tag_55 tag_184 tag_183
q2526,tag_56 tag_182 tag_181
q2527,tag_52 tag_182 tag_181
q2528,tag_179 tag_54 tag_182 tag_181
q1965,tag_56 tag_181 tag_182
q1966,tag_53 tag_181 tag_182
q1967,tag_55 tag_181 tag_182
q7426,tag_159 tag_150 tag_177
q7427,tag_159 tag_151 tag_177
q7428,tag_159 tag_156 tag_177
q7429,tag_159 tag_169 tag_177
q10061,tag_76
q2868,tag_59 tag_53 tag_183
q2869,tag_59 tag_52 tag_183
q2870,tag_59 tag_54 tag_183
q3210,tag_60 tag_52 tag_182
q3211,tag_60 tag_57 tag_182
q3212,tag_60 tag_54 tag_182
q3237,tag_63 tag_56 tag_184
q3238,tag_63 tag_54 tag_184
q3239,tag_63 tag_57 tag_184
q2169,tag_52 tag_181 tag_185
q2170,tag_53 tag_181 tag_185
q2171,tag_54 tag_181 tag_185
q4794,tag_85
q3033,tag_60 tag_56 tag_182
q3034,tag_60 tag_53 tag_182
q3035,tag_60 tag_54 tag_182
q2730,tag_70 tag_56 tag_182
q2731,tag_70 tag_54 tag_182
q2732,tag_70 tag_52 tag_182
q2181,tag_53 tag_182 tag_181
q2182,tag_179 tag_52 tag_182 tag_181
q2183,tag_55 tag_182 tag_181
q2367,tag_52 tag_185 tag_181
q2368,tag_52 tag_185 tag_181
q2369,tag_54 tag_185 tag_181
q1668,tag_56 tag_184 tag_181
q1669,tag_52 tag_184 tag_181
q1670,tag_55 tag_184 tag_181
q2505,tag_53 tag_183 tag_184
q2506,tag_56 tag_183 tag_184
q2507,tag_55 tag_183 tag_184
q2535,tag_52 tag_184 tag_183
q2536,tag_52 tag_184 tag_183
q2537,tag_55 tag_184 tag_183
q2316,tag_56 tag_181 tag_182
q2317,tag_179 tag_54 tag_181 tag_182
q2318,tag_54 tag_181 tag_182
q3640,tag_74
q5862,tag_80
q11050,tag_10 tag_7 tag_182
q10949,tag_10 tag_7 tag_184
q11044,tag_22 tag_2 tag_184
q8093,tag_13 tag_2 tag_179 tag_181
q11090,tag_13 tag_2 tag_184
q4939,tag_74
q10009,tag_71
q2496,tag_56 tag_184 tag_183
q2497,tag_52 tag_184 tag_183
q2498,tag_54 tag_184 tag_183
q3198,tag_60 tag_179 tag_53 tag_183
q3199,tag_60 tag_179 tag_57 tag_183
q3200,tag_60 tag_179 tag_52 tag_183
q3474,tag_68 tag_179 tag_56 tag_183
q3475,tag_68 tag_179 tag_52 tag_183
q3476,tag_68 tag_179 tag_54 tag_183
q3573,tag_70 tag_56 tag_182
q3574,tag_70 tag_52 tag_182
q3575,tag_70 tag_52 tag_182
q2928,tag_64 tag_179 tag_56 tag_183
q2929,tag_64 tag_179 tag_52 tag_183
q2930,tag_64 tag_179 tag_54 tag_183
q9649,tag_78
q4090,tag_90
q8049,tag_13 tag_2 tag_181
q1890,tag_53 tag_182 tag_183
q1891,tag_52 tag_182 tag_183
q1892,tag_57 tag_182 tag_183
q1551,tag_53 tag_181 tag_182
q1552,tag_55 tag_181 tag_182
q1553,tag_55 tag_181 tag_182
q2644,tag_60 tag_52 tag_182
q2645,tag_60 tag_52 tag_182
q2643,tag_60 tag_56 tag_182
q2811,tag_66 tag_53 tag_182
q2813,tag_66 tag_55 tag_182
q2812,tag_66 tag_52 tag_182
q6814,tag_179 tag_143
q6815,tag_179 tag_120
q6816,tag_179 tag_74
q6813,tag_179 tag_85
q3030,tag_66 tag_56 tag_182
q3031,tag_66 tag_52 tag_182
q3032,tag_66 tag_54 tag_182
q3735,tag_78
q5589,tag_84
q3704,tag_78
q3781,tag_86
q9972,tag_76
q6723,tag_88
q90,tag_15 tag_2 tag_181
q11001,tag_10 tag_7 tag_183
q23,tag_8 tag_2 tag_183
q72,tag_14 tag_2 tag_179 tag_182
q11182,tag_10 tag_7 tag_183
q11165,tag_8 tag_2 tag_182
q10979,tag_18 tag_7 tag_183
q2229,tag_56 tag_183 tag_182
q2230,tag_54 tag_183 tag_182
q2231,tag_52 tag_183 tag_182
q4776,tag_84
q8613,tag_77
q4264,tag_86
q10697,tag_60 tag_56 tag_184
q10698,tag_60 tag_54 tag_184
q10699,tag_60 tag_52 tag_184
q8898,tag_77
q9197,tag_85
q9127,tag_85
q9173,tag_85
q11807,tag_143
q11808,tag_73
q11809,tag_77
q11810,tag_134
q2217,tag_53 tag_181 tag_184
q2218,tag_53 tag_181 tag_184
q2219,tag_58 tag_181 tag_184
