question_id,tags,Pseudoteks (clean_text)
q6901,98,tag_98
q6902,129,tag_129
q6903,76,tag_76
q6904,143,tag_143
q6637,179;83,tag_179 tag_83
q6638,179;80,tag_179 tag_80
q6639,179;77,tag_179 tag_77
q6640,179;143,tag_179 tag_143
q6954,119,tag_119
q6956,143,tag_143
q6955,119,tag_119
q6953,78,tag_78
q5933,84,tag_84
q6041,86,tag_86
q8776,85,tag_85
q9572,130,tag_130
q4303,77,tag_77
q2765,69;54;182,tag_69 tag_54 tag_182
q2764,69;54;182,tag_69 tag_54 tag_182
q2763,69;53;182,tag_69 tag_53 tag_182
q3022,59;54;182,tag_59 tag_54 tag_182
q3021,59;52;182,tag_59 tag_52 tag_182
q3023,59;52;182,tag_59 tag_52 tag_182
q10680,60;54;183,tag_60 tag_54 tag_183
q10679,60;56;183,tag_60 tag_56 tag_183
q10681,60;54;183,tag_60 tag_54 tag_183
q2675,60;54;182,tag_60 tag_54 tag_182
q2673,60;53;182,tag_60 tag_53 tag_182
q2674,60;52;182,tag_60 tag_52 tag_182
q2609,66;179;52;181,tag_66 tag_179 tag_52 tag_181
q2607,66;179;56;181,tag_66 tag_179 tag_56 tag_181
q2608,66;179;57;181,tag_66 tag_179 tag_57 tag_181
q3289,69;179;54;184,tag_69 tag_179 tag_54 tag_184
q3288,69;179;53;184,tag_69 tag_179 tag_53 tag_184
q3290,69;179;52;184,tag_69 tag_179 tag_52 tag_184
q11290,194;53;181,tag_194 tag_53 tag_181
q11291,194;54;181,tag_194 tag_54 tag_181
q11292,194;54;181,tag_194 tag_54 tag_181
q2931,63;53;185,tag_63 tag_53 tag_185
q2933,63;55;185,tag_63 tag_55 tag_185
q2932,63;52;185,tag_63 tag_52 tag_185
q2690,63;179;54;181,tag_63 tag_179 tag_54 tag_181
q2689,63;179;52;181,tag_63 tag_179 tag_52 tag_181
q2688,63;179;56;181,tag_63 tag_179 tag_56 tag_181
q2772,63;56;182,tag_63 tag_56 tag_182
q2774,63;54;182,tag_63 tag_54 tag_182
q2773,63;52;182,tag_63 tag_52 tag_182
q2945,61;179;54;183,tag_61 tag_179 tag_54 tag_183
q2943,61;179;56;183,tag_61 tag_179 tag_56 tag_183
q2944,61;179;52;183,tag_61 tag_179 tag_52 tag_183
q2760,60;53;182,tag_60 tag_53 tag_182
q2761,60;54;182,tag_60 tag_54 tag_182
q2762,60;54;182,tag_60 tag_54 tag_182
q8838,137,tag_137
q11035,19;2;181,tag_19 tag_2 tag_181
q3861,74,tag_74
q4298,80,tag_80
q6468,119,tag_119
q5917,84,tag_84
q8406,74,tag_74
q4368,98,tag_98
q5782,89,tag_89
q3925,93,tag_93
q5270,120,tag_120
q4586,74,tag_74
q4739,96,tag_96
q5368,86,tag_86
q9712,85,tag_85
q3918,76,tag_76
q4649,71,tag_71
q3968,83,tag_83
q5626,83,tag_83
q4881,71,tag_71
q5550,98,tag_98
q4471,107,tag_107
q9720,85,tag_85
q4156,85,tag_85
q8548,85,tag_85
q9684,76,tag_76
q5467,96,tag_96
q4499,117,tag_117
q3702,78,tag_78
q9930,85,tag_85
q5367,78,tag_78
q3777,103,tag_103
q5703,77,tag_77
q8884,85,tag_85
q9552,118,tag_118
q5977,80,tag_80
q4675,71,tag_71
q9931,85,tag_85
q17372,85,tag_85
q5821,74,tag_74
q4312,98,tag_98
q11134,6;7;182,tag_6 tag_7 tag_182
q11049,17;7;181,tag_17 tag_7 tag_181
q11149,20;21;185,tag_20 tag_21 tag_185
q17944,24;41;183;184,tag_24 tag_41 tag_183 tag_184
q18131,31;32;183;184,tag_31 tag_32 tag_183 tag_184
q6530,119,tag_119
q6140,87,tag_87
q8890,85,tag_85
q9188,77,tag_77
q4719,71,tag_71
q5461,106,tag_106
q9535,94,tag_94
q17254,88,tag_88
q8934,78,tag_78
q4305,74,tag_74
q5804,74,tag_74
q4212,80,tag_80
q10959,8;2;181,tag_8 tag_2 tag_181
q10975,14;2;183,tag_14 tag_2 tag_183
q11224,6;7;184,tag_6 tag_7 tag_184
q2236,52;183;184,tag_52 tag_183 tag_184
q2235,53;183;184,tag_53 tag_183 tag_184
q2237,54;183;184,tag_54 tag_183 tag_184
q2323,179;52;182;184,tag_179 tag_52 tag_182 tag_184
q2324,55;182;184,tag_55 tag_182 tag_184
q2322,53;182;184,tag_53 tag_182 tag_184
q4677,71,tag_71
q3503,68;54;182,tag_68 tag_54 tag_182
q3502,68;52;182,tag_68 tag_52 tag_182
q3501,68;53;182,tag_68 tag_53 tag_182
q3590,60;54;182,tag_60 tag_54 tag_182
q3588,60;56;182,tag_60 tag_56 tag_182
q3589,60;52;182,tag_60 tag_52 tag_182
q2904,65;179;52;184,tag_65 tag_179 tag_52 tag_184
q2906,65;179;54;184,tag_65 tag_179 tag_54 tag_184
q2905,65;179;54;184,tag_65 tag_179 tag_54 tag_184
q2830,60;52;183,tag_60 tag_52 tag_183
q2829,60;53;183,tag_60 tag_53 tag_183
q2831,60;52;183,tag_60 tag_52 tag_183
q7895,170;158;162;156;178,tag_170 tag_158 tag_162 tag_156 tag_178
q7892,170;158;162;150;178,tag_170 tag_158 tag_162 tag_150 tag_178
q7893,170;158;162;149;178,tag_170 tag_158 tag_162 tag_149 tag_178
q7891,170;158;162;151;178,tag_170 tag_158 tag_162 tag_151 tag_178
q7894,170;158;162;149;178,tag_170 tag_158 tag_162 tag_149 tag_178
q3219,63;52;181,tag_63 tag_52 tag_181
q3220,63;52;181,tag_63 tag_52 tag_181
q3221,63;57;181,tag_63 tag_57 tag_181
q2996,60;179;54;184,tag_60 tag_179 tag_54 tag_184
q2995,60;179;54;184,tag_60 tag_179 tag_54 tag_184
q2994,60;179;53;184,tag_60 tag_179 tag_53 tag_184
q3353,60;54;183,tag_60 tag_54 tag_183
q3351,60;53;183,tag_60 tag_53 tag_183
q3352,60;54;183,tag_60 tag_54 tag_183
q2954,66;179;55;181,tag_66 tag_179 tag_55 tag_181
q2952,66;179;53;181,tag_66 tag_179 tag_53 tag_181
q2953,66;179;52;181,tag_66 tag_179 tag_52 tag_181
q10972,5;2;184,tag_5 tag_2 tag_184
q11106,17;7;183,tag_17 tag_7 tag_183
q2416,179;52;184;183,tag_179 tag_52 tag_184 tag_183
q2415,53;184;183,tag_53 tag_184 tag_183
q2417,54;184;183,tag_54 tag_184 tag_183
q1688,55;185;181,tag_55 tag_185 tag_181
q1686,52;185;181,tag_52 tag_185 tag_181
q1687,54;185;181,tag_54 tag_185 tag_181
q11147,6;7;185,tag_6 tag_7 tag_185
q2665,63;179;54;183,tag_63 tag_179 tag_54 tag_183
q2666,63;179;52;183,tag_63 tag_179 tag_52 tag_183
q2664,63;179;56;183,tag_63 tag_179 tag_56 tag_183
q3224,70;179;57;182,tag_70 tag_179 tag_57 tag_182
q3223,70;179;52;182,tag_70 tag_179 tag_52 tag_182
q3222,70;179;52;182,tag_70 tag_179 tag_52 tag_182
q10693,59;54;185,tag_59 tag_54 tag_185
q10692,59;52;185,tag_59 tag_52 tag_185
q10691,59;56;185,tag_59 tag_56 tag_185
q3130,69;52;184,tag_69 tag_52 tag_184
q3129,69;56;184,tag_69 tag_56 tag_184
q3131,69;54;184,tag_69 tag_54 tag_184
q11245,1;2;183,tag_1 tag_2 tag_183
q140,16;2;179;181,tag_16 tag_2 tag_179 tag_181
q11011,9;2;184,tag_9 tag_2 tag_184
q165,20;21;185,tag_20 tag_21 tag_185
q86,13;2;185,tag_13 tag_2 tag_185
q11020,12;2;185,tag_12 tag_2 tag_185
q1523,55;185;181,tag_55 tag_185 tag_181
q1521,52;185;181,tag_52 tag_185 tag_181
q1522,58;185;181,tag_58 tag_185 tag_181
q2227,52;182;183,tag_52 tag_182 tag_183
q2226,54;182;183,tag_54 tag_182 tag_183
q2228,179;55;182;183,tag_179 tag_55 tag_182 tag_183
q2211,56;181;185,tag_56 tag_181 tag_185
q2213,58;181;185,tag_58 tag_181 tag_185
q2212,53;181;185,tag_53 tag_181 tag_185
q11789,77,tag_77
q11787,88,tag_88
q11788,143,tag_143
q11790,134,tag_134
q6657,179;106,tag_179 tag_106
q6660,179;84,tag_179 tag_84
q6659,179;143,tag_179 tag_143
q6658,179;74,tag_179 tag_74
q7124,167;168;177,tag_167 tag_168 tag_177
q7123,167;148;177,tag_167 tag_148 tag_177
q7854,171;161;165;149;178,tag_171 tag_161 tag_165 tag_149 tag_178
q7855,171;161;165;149;178,tag_171 tag_161 tag_165 tag_149 tag_178
q7851,171;161;165;153;178,tag_171 tag_161 tag_165 tag_153 tag_178
q7852,171;161;165;153;178,tag_171 tag_161 tag_165 tag_153 tag_178
q7853,171;161;165;149;178,tag_171 tag_161 tag_165 tag_149 tag_178
q1862,54;181;184,tag_54 tag_181 tag_184
q1861,58;181;184,tag_58 tag_181 tag_184
q1860,53;181;184,tag_53 tag_181 tag_184
q1732,58;183;182,tag_58 tag_183 tag_182
q1733,54;183;182,tag_54 tag_183 tag_182
q1731,52;183;182,tag_52 tag_183 tag_182
q6866,179;134,tag_179 tag_134
q6867,179;143,tag_179 tag_143
q6865,179;85,tag_179 tag_85
q6868,179;77,tag_179 tag_77
q10788,120,tag_120
q10790,77,tag_77
q10789,76,tag_76
q10791,143,tag_143
q10925,77,tag_77
q10926,101,tag_101
q10927,143,tag_143
q10924,95,tag_95
q10853,134,tag_134
q10855,85,tag_85
q10854,143,tag_143
q10852,84,tag_84
q10636,116,tag_116
q10635,77,tag_77
q10637,143,tag_143
q10634,76,tag_76
q2488,52;183;184,tag_52 tag_183 tag_184
q2487,53;183;184,tag_53 tag_183 tag_184
q2489,55;183;184,tag_55 tag_183 tag_184
q1625,55;182;183,tag_55 tag_182 tag_183
q1623,56;182;183,tag_56 tag_182 tag_183
q1624,57;182;183,tag_57 tag_182 tag_183
q2439,53;181;185,tag_53 tag_181 tag_185
q2440,179;55;181;185,tag_179 tag_55 tag_181 tag_185
q2441,54;181;185,tag_54 tag_181 tag_185
q1763,55;183;185;181,tag_55 tag_183 tag_185 tag_181
q1762,52;183;185;181,tag_52 tag_183 tag_185 tag_181
q1761,53;183;185;181,tag_53 tag_183 tag_185 tag_181
q2198,55;185;181,tag_55 tag_185 tag_181
q2196,53;185;181,tag_53 tag_185 tag_181
q2197,58;185;181,tag_58 tag_185 tag_181
q10633,143,tag_143
q10630,77,tag_77
q10631,129,tag_129
q10632,85,tag_85
q6987,129,tag_129
q6988,143,tag_143
q6986,83,tag_83
q6985,119,tag_119
q8591,134,tag_134
q9137,85,tag_85
q9861,77,tag_77
q8614,77,tag_77
q6602,143,tag_143
q6601,74,tag_74
q6603,84,tag_84
q6604,85,tag_85
q6800,179;74,tag_179 tag_74
q6797,179;120,tag_179 tag_120
q6799,179;77,tag_179 tag_77
q6798,179;143,tag_179 tag_143
q6654,77,tag_77
q6655,143,tag_143
q6656,84,tag_84
q6653,77,tag_77
q8230,146;147;153;176,tag_146 tag_147 tag_153 tag_176
q8227,146;147;150;176,tag_146 tag_147 tag_150 tag_176
q8229,146;147;149;176,tag_146 tag_147 tag_149 tag_176
q8228,146;147;151;176,tag_146 tag_147 tag_151 tag_176
q8231,146;147;149;176,tag_146 tag_147 tag_149 tag_176
q11028,6;7;183,tag_6 tag_7 tag_183
q11042,9;2;184,tag_9 tag_2 tag_184
q11003,14;2;181,tag_14 tag_2 tag_181
q10348,83,tag_83
q10350,143,tag_143
q10351,124,tag_124
q10349,77,tag_77
q6880,143,tag_143
q6877,119,tag_119
q6879,83,tag_83
q6878,77,tag_77
q8526,76,tag_76
q3819,103,tag_103
q9382,95,tag_95
q11124,1;2;182,tag_1 tag_2 tag_182
q11069,8;2;183,tag_8 tag_2 tag_183
q11010,16;2;183,tag_16 tag_2 tag_183
q8071,4;2;183,tag_4 tag_2 tag_183
q8484,74,tag_74
q9643,78,tag_78
q5412,78,tag_78
q11205,19;2;182,tag_19 tag_2 tag_182
q61,6;7;181,tag_6 tag_7 tag_181
q11034,1;2;184,tag_1 tag_2 tag_184
q11102,11;7;182,tag_11 tag_7 tag_182
q11130,6;7;184,tag_6 tag_7 tag_184
q11223,6;7;183,tag_6 tag_7 tag_183
q2357,55;185;183,tag_55 tag_185 tag_183
q2355,185;183;56,tag_185 tag_183 tag_56
q2356,57;185;183,tag_57 tag_185 tag_183
q4731,88,tag_88
q5190,74,tag_74
q10317,85,tag_85
q6537,119,tag_119
q4973,74,tag_74
q5671,90,tag_90
q5551,98,tag_98
q8195,81,tag_81
q193,4;2;181,tag_4 tag_2 tag_181
q1868,54;182;183,tag_54 tag_182 tag_183
q1866,56;182;183,tag_56 tag_182 tag_183
q1867,57;182;183,tag_57 tag_182 tag_183
q1404,56;184;181,tag_56 tag_184 tag_181
q1406,54;184;181,tag_54 tag_184 tag_181
q1405,52;184;181,tag_52 tag_184 tag_181
q1495,52;183;182;184,tag_52 tag_183 tag_182 tag_184
q1496,55;183;182;184,tag_55 tag_183 tag_182 tag_184
q1494,52;183;182;184,tag_52 tag_183 tag_182 tag_184
q1938,56;182;181,tag_56 tag_182 tag_181
q1940,179;54;182;181,tag_179 tag_54 tag_182 tag_181
q1939,52;182;181,tag_52 tag_182 tag_181
q1691,54;185;183,tag_54 tag_185 tag_183
q1690,52;185;183,tag_52 tag_185 tag_183
q1689,53;185;183,tag_53 tag_185 tag_183
q1449,52;185;183,tag_52 tag_185 tag_183
q1450,53;185;183,tag_53 tag_185 tag_183
q1451,54;185;183,tag_54 tag_185 tag_183
q10039,78,tag_78
q10050,78,tag_78
q5038,71,tag_71
q5710,83,tag_83
q9636,78,tag_78
q17217,80,tag_80
q11630,143,tag_143
q11628,76,tag_76
q11627,74,tag_74
q11629,71,tag_71
q17360,80,tag_80
q17348,76,tag_76
q5434,106,tag_106
q5582,80,tag_80
q9486,76,tag_76
q8458,74,tag_74
q17125,121,tag_121
q10933,77,tag_77
q10934,143,tag_143
q10935,83,tag_83
q10932,103,tag_103
q11732,119,tag_119
q11734,143,tag_143
q11731,85,tag_85
q11733,88,tag_88
q11800,76,tag_76
q11802,107,tag_107
q11801,134,tag_134
q11799,143,tag_143
q17144,138,tag_138
q5634,98,tag_98
q8845,125,tag_125
q9620,119,tag_119
q6047,96,tag_96
q3803,96,tag_96
q17390,135,tag_135
q17365,86,tag_86
q17073,129,tag_129
q9530,94,tag_94
q17308,133,tag_133
q5723,98,tag_98
q9563,118,tag_118
q3908,103,tag_103
q9403,112,tag_112
q9800,145,tag_145
q3816,86,tag_86
q17335,93,tag_93
q6211,88,tag_88
q9908,92,tag_92
q9798,145,tag_145
q9562,118,tag_118
q6761,179;119,tag_179 tag_119
q6764,179;86,tag_179 tag_86
q6762,179;143,tag_179 tag_143
q6763,179;134,tag_179 tag_134
q11660,143,tag_143
q11661,95,tag_95
q11659,98,tag_98
q11662,134,tag_134
q10185,77,tag_77
q8935,78,tag_78
q17375,129,tag_129
q8831,111,tag_111
q17264,101,tag_101
q6055,121,tag_121
q17079,88,tag_88
q17400,99,tag_99
q17250,116,tag_116
q17129,95,tag_95
q4334,83,tag_83
q8429,74,tag_74
q17066,131,tag_131
q9028,85,tag_85
q6754,92,tag_92
q5911,98,tag_98
q10620,112,tag_112
q10618,143,tag_143
q10621,85,tag_85
q10619,85,tag_85
q10775,89,tag_89
q10773,143,tag_143
q10772,74,tag_74
q10774,76,tag_76
q9927,85,tag_85
q11910,143,tag_143
q11908,133,tag_133
q11907,85,tag_85
q11909,86,tag_86
q11639,143,tag_143
q11641,85,tag_85
q11642,98,tag_98
q11640,95,tag_95
q11537,77,tag_77
q11535,143,tag_143
q11538,129,tag_129
q11536,71,tag_71
q6777,134,tag_134
q6779,120,tag_120
q6780,143,tag_143
q6778,77,tag_77
q8802,76,tag_76
q8677,119,tag_119
q17294,138,tag_138
q17377,98,tag_98
q10868,143,tag_143
q10869,77,tag_77
q10870,92,tag_92
q10871,119,tag_119
q11745,134,tag_134
q11744,71,tag_71
q11746,77,tag_77
q11743,143,tag_143
q10777,74,tag_74
q10778,78,tag_78
q10776,143,tag_143
q10779,87,tag_87
q8938,115,tag_115
q8418,74,tag_74
q8967,116,tag_116
q9618,119,tag_119
q9364,79,tag_79
q5203,74,tag_74
q9818,136,tag_136
q17574,101,tag_101
q17587,129,tag_129
q6491,130,tag_130
q17262,71,tag_71
q17091,80,tag_80
q5229,121,tag_121
q6010,104,tag_104
q17831,24;26;182;183,tag_24 tag_26 tag_182 tag_183
q17962,44;45;182;183,tag_44 tag_45 tag_182 tag_183
q5959,98,tag_98
q9521,83,tag_83
q6003,98,tag_98
q8809,124,tag_124
q9527,94,tag_94
q17110,77,tag_77
q4373,98,tag_98
q9476,76,tag_76
q3796,86,tag_86
q17303,94,tag_94
q8972,115,tag_115
q8814,113,tag_113
q17326,94,tag_94
q4232,71,tag_71
q8829,111,tag_111
q4332,83,tag_83
q17340,95,tag_95
q17345,75,tag_75
q4875,71,tag_71
q17046,138,tag_138
q6121,87,tag_87
q6076,73,tag_73
q10225,76,tag_76
q17229,107,tag_107
q17907,36;37;184;181,tag_36 tag_37 tag_184 tag_181
q8345,155;147;153;176,tag_155 tag_147 tag_153 tag_176
q8344,155;147;151;176,tag_155 tag_147 tag_151 tag_176
q8346,155;147;156;176,tag_155 tag_147 tag_156 tag_176
q8343,155;147;149;176,tag_155 tag_147 tag_149 tag_176
q8342,155;147;153;176,tag_155 tag_147 tag_153 tag_176
q17784,28;29;184;183,tag_28 tag_29 tag_184 tag_183
q4965,74,tag_74
q5370,106,tag_106
q8739,138,tag_138
q10012,78,tag_78
q17096,98,tag_98
q17243,96,tag_96
q3624,74,tag_74
q17844,24;48;181;184,tag_24 tag_48 tag_181 tag_184
q18108,34;35;183;184,tag_34 tag_35 tag_183 tag_184
q17875,31;32;184;183,tag_31 tag_32 tag_184 tag_183
q17805,24;33;181;182,tag_24 tag_33 tag_181 tag_182
q18085,38;39;181;184,tag_38 tag_39 tag_181 tag_184
q17857,34;35;182;183,tag_34 tag_35 tag_182 tag_183
q5992,119,tag_119
q5363,78,tag_78
q8688,119,tag_119
q4515,93,tag_93
q4037,81,tag_81
q3761,106,tag_106
q5292,80,tag_80
q8082,22;2;181,tag_22 tag_2 tag_181
q3638,74,tag_74
q8701,78,tag_78
q4661,71,tag_71
q17233,72,tag_72
q9068,76,tag_76
q17215,138,tag_138
q10240,83,tag_83
q9513,83,tag_83
q9744,77,tag_77
q8646,83,tag_83
q8517,77,tag_77
q9962,76,tag_76
q8551,85,tag_85
q17593,83,tag_83
q5997,98,tag_98
q5224,90,tag_90
q11155,9;2;182,tag_9 tag_2 tag_182
q4575,83,tag_83
q9617,119,tag_119
q3991,71,tag_71
q5457,86,tag_86
q10060,76,tag_76
q5380,84,tag_84
q4923,78,tag_78
q4267,84,tag_84
q9934,85,tag_85
q5179,74,tag_74
q5643,71,tag_71
q5621,98,tag_98
q5028,74,tag_74
q5440,86,tag_86
q10251,83,tag_83
q5915,104,tag_104
q5151,74,tag_74
q4895,76,tag_76
q4437,104,tag_104
q9424,128,tag_128
q6046,86,tag_86
q10923,77,tag_77
q10922,94,tag_94
q10920,143,tag_143
q10921,90,tag_90
q11031,16;2;182,tag_16 tag_2 tag_182
q10703,85,tag_85
q10702,74,tag_74
q10700,142,tag_142
q10701,143,tag_143
q3972,83,tag_83
q6219,88,tag_88
q9862,85,tag_85
q4725,71,tag_71
q6198,90,tag_90
q5644,80,tag_80
q6415,106,tag_106
q4991,74,tag_74
q5640,76,tag_76
q4807,106,tag_106
q8070,22;2;182,tag_22 tag_2 tag_182
q110,12;2;182,tag_12 tag_2 tag_182
q45,6;7;181,tag_6 tag_7 tag_181
q8129,15;2;183,tag_15 tag_2 tag_183
q8060,9;2;179;182,tag_9 tag_2 tag_179 tag_182
q8062,9;2;184,tag_9 tag_2 tag_184
q8136,6;7;182,tag_6 tag_7 tag_182
q8073,16;2;179;181,tag_16 tag_2 tag_179 tag_181
q80,15;2;179;182,tag_15 tag_2 tag_179 tag_182
q8100,14;2;184,tag_14 tag_2 tag_184
q151,6;7;181,tag_6 tag_7 tag_181
q8055,8;2;183,tag_8 tag_2 tag_183
q4408,84,tag_84
q5306,130,tag_130
q6037,82,tag_82
q4020,86,tag_86
q8913,116,tag_116
q5628,86,tag_86
q8388,83,tag_83
q4094,87,tag_87
q3903,88,tag_88
q4057,121,tag_121
q8663,121,tag_121
q3794,106,tag_106
q4333,83,tag_83
q9090,74,tag_74
q8988,116,tag_116
q5311,92,tag_92
q6116,119,tag_119
q5317,92,tag_92
q4369,98,tag_98
q4405,98,tag_98
q11113,17;7;183,tag_17 tag_7 tag_183
q8155,15;2;181,tag_15 tag_2 tag_181
q14,8;2;184,tag_8 tag_2 tag_184
q8107,8;2;182,tag_8 tag_2 tag_182
q5982,98,tag_98
q9328,120,tag_120
q4726,71,tag_71
q3882,74,tag_74
q17302,105,tag_105
q8969,92,tag_92
q6138,120,tag_120
q9484,76,tag_76
q9763,85,tag_85
q3895,74,tag_74
q6288,74,tag_74
q3896,74,tag_74
q3851,74,tag_74
q5239,119,tag_119
q5168,74,tag_74
q11138,180;2;182,tag_180 tag_2 tag_182
q4759,98,tag_98
q10201,77,tag_77
q5422,78,tag_78
q9977,76,tag_76
q5715,76,tag_76
q6216,88,tag_88
q3650,74,tag_74
q4815,74,tag_74
q5733,88,tag_88
q5751,74,tag_74
q6155,84,tag_84
q91,5;2;179;181,tag_5 tag_2 tag_179 tag_181
q8148,5;2;179;182,tag_5 tag_2 tag_179 tag_182
q11058,3;2;184,tag_3 tag_2 tag_184
q107,10;7;179;183,tag_10 tag_7 tag_179 tag_183
q11200,10;7;181,tag_10 tag_7 tag_181
q44,13;2;179;184,tag_13 tag_2 tag_179 tag_184
q11087,18;7;181,tag_18 tag_7 tag_181
q8088,8;2;183,tag_8 tag_2 tag_183
q4239,96,tag_96
q3683,85,tag_85
q9037,76,tag_76
q8515,85,tag_85
q5514,86,tag_86
q6923,71,tag_71
q6922,73,tag_73
q6924,143,tag_143
q6921,76,tag_76
q10345,85,tag_85
q10347,106,tag_106
q10346,143,tag_143
q10344,73,tag_73
q6695,179;85,tag_179 tag_85
q6694,179;83,tag_179 tag_83
q6693,179;110,tag_179 tag_110
q6696,179;143,tag_179 tag_143
q6635,143,tag_143
q6634,85,tag_85
q6636,83,tag_83
q6633,95,tag_95
q10173,85,tag_85
q5870,74,tag_74
q5567,84,tag_84
q5584,98,tag_98
q4000,83,tag_83
q6013,104,tag_104
q6527,120,tag_120
q9025,94,tag_94
q6744,86,tag_86
q9018,78,tag_78
q6545,90,tag_90
q5344,135,tag_135
q10101,83,tag_83
q5572,84,tag_84
q9363,87,tag_87
q5075,93,tag_93
q8496,83,tag_83
q8661,119,tag_119
q3662,74,tag_74
q3990,120,tag_120
q4206,85,tag_85
q4384,98,tag_98
q9358,107,tag_107
q8130,5;2;179;184,tag_5 tag_2 tag_179 tag_184
q11076,8;2;182,tag_8 tag_2 tag_182
q5499,106,tag_106
q6228,88,tag_88
q9924,85,tag_85
q11101,19;2;181,tag_19 tag_2 tag_181
q11207,3;2;184,tag_3 tag_2 tag_184
q8160,1;2;183,tag_1 tag_2 tag_183
q21,9;2;179;181,tag_9 tag_2 tag_179 tag_181
q6805,119,tag_119
q6806,143,tag_143
q6807,77,tag_77
q6808,85,tag_85
q3069,60;179;56;182,tag_60 tag_179 tag_56 tag_182
q3070,60;179;52;182,tag_60 tag_179 tag_52 tag_182
q3071,60;179;58;182,tag_60 tag_179 tag_58 tag_182
q2961,59;56;181,tag_59 tag_56 tag_181
q2962,59;54;181,tag_59 tag_54 tag_181
q2963,59;52;181,tag_59 tag_52 tag_181
q3576,63;53;182,tag_63 tag_53 tag_182
q3577,63;56;182,tag_63 tag_56 tag_182
q3578,63;52;182,tag_63 tag_52 tag_182
q3525,66;179;53;183,tag_66 tag_179 tag_53 tag_183
q3526,66;179;53;183,tag_66 tag_179 tag_53 tag_183
q3527,66;179;54;183,tag_66 tag_179 tag_54 tag_183
q2841,64;179;53;185,tag_64 tag_179 tag_53 tag_185
q2842,64;179;52;185,tag_64 tag_179 tag_52 tag_185
q2843,64;179;54;185,tag_64 tag_179 tag_54 tag_185
q3432,59;56;182,tag_59 tag_56 tag_182
q3433,59;52;182,tag_59 tag_52 tag_182
q3434,59;54;182,tag_59 tag_54 tag_182
q3009,60;56;182,tag_60 tag_56 tag_182
q3010,60;53;182,tag_60 tag_53 tag_182
q3011,60;54;182,tag_60 tag_54 tag_182
q5571,98,tag_98
q10212,76,tag_76
q10768,143,tag_143
q10769,80,tag_80
q10770,105,tag_105
q10771,129,tag_129
q5543,84,tag_84
q10136,77,tag_77
q3996,83,tag_83
q9510,83,tag_83
q4742,74,tag_74
q8942,78,tag_78
q6969,179;77,tag_179 tag_77
q6970,179;85,tag_179 tag_85
q6971,179;75,tag_179 tag_75
q6972,179;143,tag_179 tag_143
q1464,56;181;184,tag_56 tag_181 tag_184
q1465,53;181;184,tag_53 tag_181 tag_184
q1466,52;181;184,tag_52 tag_181 tag_184
q6989,179;76,tag_179 tag_76
q6990,179;78,tag_179 tag_78
q6991,179;143,tag_179 tag_143
q6992,179;130,tag_179 tag_130
q4011,86,tag_86
q1510,52;181;182;183,tag_52 tag_181 tag_182 tag_183
q1511,52;181;182;183,tag_52 tag_181 tag_182 tag_183
q1509,53;181;182;183,tag_53 tag_181 tag_182 tag_183
q1485,56;183;184,tag_56 tag_183 tag_184
q1486,53;183;184,tag_53 tag_183 tag_184
q1487,55;183;184,tag_55 tag_183 tag_184
q2451,56;181;182,tag_56 tag_181 tag_182
q2452,52;181;182,tag_52 tag_181 tag_182
q2453,54;181;182,tag_54 tag_181 tag_182
q1539,56;184;183,tag_56 tag_184 tag_183
q1540,179;53;184;183,tag_179 tag_53 tag_184 tag_183
q1541,55;184;183,tag_55 tag_184 tag_183
q9131,77,tag_77
q156,4;2;183,tag_4 tag_2 tag_183
q4743,72,tag_72
q3441,68;56;182,tag_68 tag_56 tag_182
q3442,68;52;182,tag_68 tag_52 tag_182
q3443,68;52;182,tag_68 tag_52 tag_182
q2697,63;179;53;181,tag_63 tag_179 tag_53 tag_181
q2698,63;179;52;181,tag_63 tag_179 tag_52 tag_181
q2699,63;179;54;181,tag_63 tag_179 tag_54 tag_181
q10670,60;53;181,tag_60 tag_53 tag_181
q10671,60;56;181,tag_60 tag_56 tag_181
q10672,60;54;181,tag_60 tag_54 tag_181
q3066,59;56;184,tag_59 tag_56 tag_184
q3067,59;58;184,tag_59 tag_58 tag_184
q3068,59;55;184,tag_59 tag_55 tag_184
q9030,77,tag_77
q6016,98,tag_98
q9162,85,tag_85
q1914,52;184;183,tag_52 tag_184 tag_183
q1915,52;184;183,tag_52 tag_184 tag_183
q1916,55;184;183,tag_55 tag_184 tag_183
q2526,56;182;181,tag_56 tag_182 tag_181
q2527,52;182;181,tag_52 tag_182 tag_181
q2528,179;54;182;181,tag_179 tag_54 tag_182 tag_181
q1965,56;181;182,tag_56 tag_181 tag_182
q1966,53;181;182,tag_53 tag_181 tag_182
q1967,55;181;182,tag_55 tag_181 tag_182
q7426,159;150;177,tag_159 tag_150 tag_177
q7427,159;151;177,tag_159 tag_151 tag_177
q7428,159;156;177,tag_159 tag_156 tag_177
q7429,159;169;177,tag_159 tag_169 tag_177
q10061,76,tag_76
q2868,59;53;183,tag_59 tag_53 tag_183
q2869,59;52;183,tag_59 tag_52 tag_183
q2870,59;54;183,tag_59 tag_54 tag_183
q3210,60;52;182,tag_60 tag_52 tag_182
q3211,60;57;182,tag_60 tag_57 tag_182
q3212,60;54;182,tag_60 tag_54 tag_182
q3237,63;56;184,tag_63 tag_56 tag_184
q3238,63;54;184,tag_63 tag_54 tag_184
q3239,63;57;184,tag_63 tag_57 tag_184
